Product Name;Product ID;Category;Sub-Category;Sales
Deluxe Heavy-Duty Vinyl Round Ring Binder;OFF-BI-10001510;Office Supplies;Binders;114.6
Global Value Steno Chair, Gray;FUR-CH-10003817;Furniture;Chairs;60.74
Deflect-o Glass Clear Studded Chair Mats;FUR-FU-10000308;Furniture;Furnishings;124.36
Adjustable Depth Letter/Legal Cart;OFF-ST-10003208;Office Supplies;Storage;1088.76
Computer Printout Index Tabs;OFF-BI-10003784;Office Supplies;Binders;6.72
Bevis 36 x 72 Conference Tables;FUR-TA-10003748;Furniture;Tables;298.776
Adtran 1202752G1;TEC-PH-10002563;Technology;Phones;302.376
Newell 314;OFF-AR-10000122;Office Supplies;Art;8.928
Acco Perma 2700 Stacking Storage Drawers;OFF-ST-10000352;Office Supplies;Storage;47.584
Xerox 1954;OFF-PA-10003270;Office Supplies;Paper;33.792
O'Sullivan Living Dimensions 5-Shelf Bookcases;FUR-BO-10003272;Furniture;Bookcases;3.005.328
Avery Self-Adhesive Photo Pockets for Polaroid Photos;OFF-BI-10002982;Office Supplies;Binders;2.724
Poly String Tie Envelopes;OFF-EN-10001509;Office Supplies;Envelopes;3.264
Embossed Ink Jet Note Cards;OFF-PA-10002421;Office Supplies;Paper;108.336
Eldon Fold 'N Roll Cart System;OFF-ST-10000760;Office Supplies;Storage;55.92
Xerox 1942;OFF-PA-10002923;Office Supplies;Paper;78.304
Carina Mini System Audio Rack, Model AR050B;OFF-ST-10001128;Office Supplies;Storage;443.92
Plantronics Voyager Pro HD - Bluetooth Headset;TEC-PH-10000673;Technology;Phones;155.976
Newell 311;OFF-AR-10001547;Office Supplies;Art;15.47
Avery Poly Binder Pockets;OFF-BI-10001890;Office Supplies;Binders;7.16
Belkin 6 Outlet Metallic Surge Strip;OFF-AP-10003971;Office Supplies;Appliances;10.89
Xerox 201;OFF-PA-10000520;Office Supplies;Paper;19.44
Ibico Plastic Spiral Binding Combs;OFF-BI-10000977;Office Supplies;Binders;121.6
Cisco CP-7937G Unified IP Conference Station Phone;TEC-MA-10002178;Technology;Machines;695.7
Iceberg Mobile Mega Data/Printer Cart;OFF-ST-10001526;Office Supplies;Storage;120.33
Global Commerce Series High-Back Swivel/Tilt Chairs;FUR-CH-10003379;Furniture;Chairs;1139.92
Xerox 1945;OFF-PA-10000100;Office Supplies;Paper;229.544
Fellowes Officeware Wire Shelving;OFF-ST-10001809;Office Supplies;Storage;143.728
KeyTronicÂ KT800P2 -Â KeyboardÂ - Black;TEC-AC-10000387;Technology;Accessories;36.048
Global Manager's Adjustable Task Chair, Storm;FUR-CH-10004853;Furniture;Chairs;845.488
Stanley Bostitch Contemporary Electric Pencil Sharpeners;OFF-AR-10001958;Office Supplies;Art;50.94
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;OFF-BI-10003527;Office Supplies;Binders;762.594
Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;FUR-FU-10003832;Furniture;Furnishings;56.28
GBC DocuBind TL300 Electric Binding System;OFF-BI-10001359;Office Supplies;Binders;2690.97
ACCOHIDE Binder by Acco;OFF-BI-10002976;Office Supplies;Binders;7.434
Carina Double Wide Media Storage Towers in Natural & Black;OFF-ST-10000736;Office Supplies;Storage;64.784
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";OFF-PA-10001745;Office Supplies;Paper;28.16
GE 4 Foot Flourescent Tube, 40 Watt;FUR-FU-10000409;Furniture;Furnishings;14.98
Master Caster Door Stop, Brown;FUR-FU-10000221;Furniture;Furnishings;20.32
Neat Ideas Personal Hanging Folder Files, Black;OFF-ST-10000344;Office Supplies;Storage;40.29
Avery 498;OFF-LA-10003663;Office Supplies;Labels;20.23
Global Troy Executive Leather Low-Back Tilter;FUR-CH-10001215;Furniture;Chairs;1.603.136
Hon Olson Stacker Stools;FUR-CH-10000988;Furniture;Chairs;225.296
Kingston Digital DataTraveler 32GB USB 2.0;TEC-AC-10003441;Technology;Accessories;67.8
Nokia Lumia 925;TEC-PH-10004389;Technology;Phones;377.97
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;FUR-BO-10004695;Furniture;Bookcases;1628.82
Xerox 1945;OFF-PA-10000100;Office Supplies;Paper;286.93
Xerox 2000;OFF-PA-10000223;Office Supplies;Paper;20.736
Sterilite Officeware Hinged File Box;OFF-ST-10001325;Office Supplies;Storage;31.44
Staple holder;OFF-AP-10004249;Office Supplies;Appliances;83.79
Newell 345;OFF-AR-10000588;Office Supplies;Art;59.52
Staple remover;OFF-SU-10000946;Office Supplies;Supplies;31.92
Staple remover;OFF-SU-10001225;Office Supplies;Supplies;14.72
Acco Perma 4000 Stacking Storage Drawers;OFF-ST-10001558;Office Supplies;Storage;38.976
Dana Swing-Arm Lamps;FUR-FU-10001546;Furniture;Furnishings;17.088
Xerox 1951;OFF-PA-10002581;Office Supplies;Paper;74.352
Office Star - Mesh Screen back chair with Vinyl seat;FUR-CH-10001482;Furniture;Chairs;314.352
Dixon Prang Watercolor Pencils, 10-Color Set with Brush;OFF-AR-10002399;Office Supplies;Art;4.26
Tennsco Regal Shelving Units;OFF-ST-10001963;Office Supplies;Storage;811.28
Ideal Clamps;OFF-FA-10002988;Office Supplies;Fasteners;6.03
Global Super Steno Chair;FUR-CH-10004289;Furniture;Chairs;153.568
Global Ergonomic Managers Chair;FUR-CH-10000785;Furniture;Chairs;1.013.488
Quality Park Security Envelopes;OFF-EN-10003040;Office Supplies;Envelopes;52.34
American Pencil;OFF-AR-10001573;Office Supplies;Art;4.66
LogitechÂ Gaming G510s - Keyboard;TEC-AC-10000844;Technology;Accessories;254.97
Storex DuraTech Recycled Plastic Frosted Binders;OFF-BI-10000756;Office Supplies;Binders;25.44
Acme Forged Steel Scissors with Black Enamel Handles;OFF-SU-10000381;Office Supplies;Supplies;27.93
GBC Standard Plastic Binding Systems Combs;OFF-BI-10004094;Office Supplies;Binders;8.85
Eldon Regeneration Recycled Desk Accessories, Smoke;FUR-FU-10001852;Furniture;Furnishings;6.96
Heavy-Duty E-Z-D Binders;OFF-BI-10000014;Office Supplies;Binders;17.456
Global Deluxe Steno Chair;FUR-CH-10003396;Furniture;Chairs;307.92
Newell 327;OFF-AR-10003811;Office Supplies;Art;6.63
Xerox 1996;OFF-PA-10003172;Office Supplies;Paper;12.96
Xerox 213;OFF-PA-10000289;Office Supplies;Paper;32.4
Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;OFF-PA-10000791;Office Supplies;Paper;23.85
Global Stack Chair without Arms, Black;FUR-CH-10002304;Furniture;Chairs;51.96
Avery Non-Stick Heavy Duty View Round Locking Ring Binders;OFF-BI-10000136;Office Supplies;Binders;17.94
Xerox 1969;OFF-PA-10003739;Office Supplies;Paper;11.56
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);OFF-PA-10002479;Office Supplies;Paper;26.4
Eldon 200 Class Desk Accessories, Smoke;FUR-FU-10000771;Furniture;Furnishings;69.08
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;TEC-PH-10001552;Technology;Phones;35.88
Peel-Off China Markers;OFF-AR-10001915;Office Supplies;Art;49.65
Hewlett Packard 310 Color Digital Copier;TEC-CO-10000971;Technology;Copiers;959.968
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;FUR-CH-10004086;Furniture;Chairs;408.422
Hewlett Packard 310 Color Digital Copier;TEC-CO-10000971;Technology;Copiers;479.984
Avery 520;OFF-LA-10001317;Office Supplies;Labels;12.6
Xerox 1935;OFF-PA-10003656;Office Supplies;Paper;184.66
Xerox 1978;OFF-PA-10002160;Office Supplies;Paper;23.12
Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;OFF-PA-10000575;Office Supplies;Paper;37.464
Global Commerce Series Low-Back Swivel/Tilt Chairs;FUR-CH-10003981;Furniture;Chairs;539.658
Dual Level, Single-Width Filing Carts;OFF-ST-10002615;Office Supplies;Storage;310.12
Xerox 1971;OFF-PA-10000327;Office Supplies;Paper;8.56
Sterilite Officeware Hinged File Box;OFF-ST-10001325;Office Supplies;Storage;52.4
Avery 513;OFF-LA-10001771;Office Supplies;Labels;14.94
Rubber Band Ball;OFF-FA-10004968;Office Supplies;Fasteners;11.22
Belkin 325VA UPS Surge Protector, 6';OFF-AP-10000576;Office Supplies;Appliances;387.136
Staple envelope;OFF-EN-10003286;Office Supplies;Envelopes;41.4
Boston 16750 Black Compact Battery Pencil Sharpener;OFF-AR-10003772;Office Supplies;Art;35
Ibico Standard Transparent Covers;OFF-BI-10002852;Office Supplies;Binders;39.552
AT&T 17929 Lendline Telephone;TEC-PH-10002890;Technology;Phones;135.72
GBC Standard Plastic Binding Systems' Combs;OFF-BI-10001308;Office Supplies;Binders;12.56
Samsung Rugby III;TEC-PH-10001750;Technology;Phones;263.96
"Eberhard Faber 3 1/2"" Golf Pencils";OFF-AR-10003338;Office Supplies;Art;5.952
Advantus Map Pennant Flags and Round Head Tacks;OFF-FA-10002763;Office Supplies;Fasteners;15.8
Nu-Dell Float Frame 11 x 14 1/2;FUR-FU-10002088;Furniture;Furnishings;14.368
DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;FUR-FU-10003976;Furniture;Furnishings;70.448
Space Solutions Commercial Steel Shelving;OFF-ST-10001511;Office Supplies;Storage;129.3
GBC Instant Report Kit;OFF-BI-10000301;Office Supplies;Binders;3.882
Staples;OFF-FA-10003495;Office Supplies;Fasteners;6.08
Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;OFF-AP-10001303;Office Supplies;Appliances;19.9
Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;FUR-FU-10002116;Furniture;Furnishings;70.71
Eldon 200 Class Desk Accessories, Smoke;FUR-FU-10000771;Furniture;Furnishings;18.84
Newell 346;OFF-AR-10002255;Office Supplies;Art;8.64
GBC DocuBind P400 Electric Binding System;OFF-BI-10004995;Office Supplies;Binders;1.633.188
C-Line Magnetic Cubicle Keepers, Clear Polypropylene;FUR-FU-10002597;Furniture;Furnishings;19.76
"ACCOHIDE 3-Ring Binder, Blue, 1""";OFF-BI-10004970;Office Supplies;Binders;6.608
Presstex Flexible Ring Binders;OFF-BI-10002557;Office Supplies;Binders;7.28
Global Ergonomic Managers Chair;FUR-CH-10000785;Furniture;Chairs;144.784
Plantronics Calisto P620-M USB Wireless Speakerphone System;TEC-PH-10002310;Technology;Phones;156.792
Google Nexus 5;TEC-PH-10002834;Technology;Phones;431.976
Jet-Pak Recycled Peel 'N' Seal Padded Mailers;OFF-EN-10000927;Office Supplies;Envelopes;35.89
Ibico Plastic and Wire Spiral Binding Combs;OFF-BI-10001636;Office Supplies;Binders;47.208
Xerox 1880;OFF-PA-10001736;Office Supplies;Paper;248.08
Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;OFF-PA-10000482;Office Supplies;Paper;189.7
GBC Standard Therm-A-Bind Covers;OFF-BI-10001658;Office Supplies;Binders;59.808
Global Highback Leather Tilter in Burgundy;FUR-CH-10000422;Furniture;Chairs;90.99
Lifetime Advantage Folding Chairs, 4/Carton;FUR-CH-10004675;Furniture;Chairs;1526.56
Global High-Back Leather Tilter, Burgundy;FUR-CH-10002880;Furniture;Chairs;368.97
File Shuttle II and Handi-File, Black;OFF-ST-10000675;Office Supplies;Storage;305.01
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";FUR-FU-10002685;Furniture;Furnishings;18.7
Advantus Panel Wall Acrylic Frame;FUR-FU-10004020;Furniture;Furnishings;38.29
Eldon 400 Class Desk Accessories, Black Carbon;FUR-FU-10004963;Furniture;Furnishings;26.25
Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;OFF-BI-10000174;Office Supplies;Binders;64.96
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";OFF-EN-10000461;Office Supplies;Envelopes;43.7
Memorex Micro Travel Drive 8 GB;TEC-AC-10001266;Technology;Accessories;41.6
Xerox 1978;OFF-PA-10002160;Office Supplies;Paper;23.12
Harbour Creations 67200 Series Stacking Chairs;FUR-CH-10004875;Furniture;Chairs;113.888
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";FUR-FU-10000305;Furniture;Furnishings;113.568
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;TEC-PH-10000347;Technology;Phones;7.92
Samsung Galaxy Mega 6.3;TEC-PH-10001459;Technology;Phones;671.984
GE DSL Phone Line Filter;TEC-PH-10000439;Technology;Phones;39.99
Situations Contoured Folding Chairs, 4/Set;FUR-CH-10002647;Furniture;Chairs;191.646
DXL Angle-View Binders with Locking Rings by Samsill;OFF-BI-10003910;Office Supplies;Binders;2.313
Avery Hole Reinforcements;OFF-BI-10001097;Office Supplies;Binders;19.936
Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;OFF-FA-10004854;Office Supplies;Fasteners;45.92
Strathmore Photo Mount Cards;OFF-PA-10003673;Office Supplies;Paper;20.34
Avery 478;OFF-LA-10002034;Office Supplies;Labels;39.28
Global Deluxe Stacking Chair, Gray;FUR-CH-10002774;Furniture;Chairs;81.568
Global Value Steno Chair, Gray;FUR-CH-10003817;Furniture;Chairs;97.184
Prestige Round Ring Binders;OFF-BI-10002949;Office Supplies;Binders;24.32
DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;FUR-FU-10002445;Furniture;Furnishings;18.96
DAX Wood Document Frame;FUR-FU-10001473;Furniture;Furnishings;32.952
Staple magnet;OFF-ST-10002562;Office Supplies;Storage;30.016
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";OFF-AP-10002118;Office Supplies;Appliances;499.584
Xerox 220;OFF-PA-10001800;Office Supplies;Paper;31.104
Avery Durable Poly Binders;OFF-BI-10002827;Office Supplies;Binders;13.272
"Executive Impressions 12"" Wall Clock";FUR-FU-10004671;Furniture;Furnishings;28.272
Carina Double Wide Media Storage Towers in Natural & Black;OFF-ST-10000736;Office Supplies;Storage;259.136
Peel & Stick Add-On Corner Pockets;OFF-BI-10004656;Office Supplies;Binders;10.8
Chromcraft Round Conference Tables;FUR-TA-10001095;Furniture;Tables;244.006
Xerox 198;OFF-PA-10000213;Office Supplies;Paper;15.936
Safco Chair Connectors, 6/Carton;FUR-CH-10001797;Furniture;Chairs;188.552
X-Rack File for Hanging Folders;OFF-ST-10002214;Office Supplies;Storage;22.58
Global Highback Leather Tilter in Burgundy;FUR-CH-10000422;Furniture;Chairs;545.94
Xerox 1997;OFF-PA-10003848;Office Supplies;Paper;20.736
DataProducts Ampli Magnifier Task Lamp, Black,;FUR-FU-10003623;Furniture;Furnishings;43.296
Safco Chair Connectors, 6/Carton;FUR-CH-10001797;Furniture;Chairs;123.136
Self-Adhesive Ring Binder Labels;OFF-BI-10003094;Office Supplies;Binders;11.264
File Shuttle I and Handi-File;OFF-ST-10002205;Office Supplies;Storage;53.424
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";FUR-TA-10003238;Furniture;Tables;275.49
Eldon Expressions Mahogany Wood Desk Collection;FUR-FU-10000755;Furniture;Furnishings;24.96
"Wirebound Service Call Books, 5 1/2"" x 4""";OFF-PA-10002893;Office Supplies;Paper;19.36
Fellowes Strictly Business Drawer File, Letter/Legal Size;OFF-ST-10000689;Office Supplies;Storage;1267.65
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;TEC-AC-10004227;Technology;Accessories;12.99
Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;OFF-BI-10000174;Office Supplies;Binders;18.56
Fellowes Officeware Wire Shelving;OFF-ST-10001809;Office Supplies;Storage;449.15
Avery Heavy-Duty EZD  Binder With Locking Rings;OFF-BI-10002309;Office Supplies;Binders;31.248
Kensington 6 Outlet Guardian Standard Surge Protector;OFF-AP-10004532;Office Supplies;Appliances;61.44
GBC DocuBind TL200 Manual Binding Machine;OFF-BI-10003091;Office Supplies;Binders;895.92
VariCap6 Expandable Binder;OFF-BI-10004654;Office Supplies;Binders;55.36
Eldon Fold 'N Roll Cart System;OFF-ST-10000760;Office Supplies;Storage;55.92
Staple envelope;OFF-EN-10001539;Office Supplies;Envelopes;24.896
Stacking Trays by OIC;FUR-FU-10000550;Furniture;Furnishings;3.984
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;TEC-AC-10003628;Technology;Accessories;95.968
Epson Perfection V600 Photo Scanner;TEC-MA-10004521;Technology;Machines;206.991
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection;OFF-AP-10003860;Office Supplies;Appliances;44.416
GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;OFF-BI-10000069;Office Supplies;Binders;9.006
Durable Pressboard Binders;OFF-BI-10003655;Office Supplies;Binders;19
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";OFF-BI-10001628;Office Supplies;Binders;33.376
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;OFF-AP-10003779;Office Supplies;Appliances;207.48
Surelock Post Binders;OFF-BI-10000666;Office Supplies;Binders;91.68
Avanti 4.4 Cu. Ft. Refrigerator;OFF-AP-10000828;Office Supplies;Appliances;904.9
Avery Premier Heavy-Duty Binder with Round Locking Rings;OFF-BI-10002706;Office Supplies;Binders;34.272
"Howard Miller 16"" Diameter Gallery Wall Clock";FUR-FU-10004748;Furniture;Furnishings;191.82
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;OFF-AP-10000026;Office Supplies;Appliances;243.88
Insertable Tab Post Binder Dividers;OFF-BI-10000773;Office Supplies;Binders;12.03
Lexmark MX611dhe Monochrome Laser Printer;TEC-MA-10000822;Technology;Machines;2.549.985
GBC VeloBinder Manual Binding System;OFF-BI-10001543;Office Supplies;Binders;21.594
Cardinal Holdit Business Card Pockets;OFF-BI-10003355;Office Supplies;Binders;8.964
Xerox 225;OFF-PA-10002005;Office Supplies;Paper;20.736
Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;FUR-TA-10004154;Furniture;Tables;344.22
SAFCO Boltless Steel Shelving;OFF-ST-10002743;Office Supplies;Storage;727.296
Flat Face Poster Frame;FUR-FU-10004973;Furniture;Furnishings;22.608
WD My Passport Ultra 2TB Portable External Hard Drive;TEC-AC-10002842;Technology;Accessories;666.4
Alliance Rubber Bands;OFF-FA-10002701;Office Supplies;Fasteners;5.04
Xerox 1988;OFF-PA-10001125;Office Supplies;Paper;92.94
"Executive Impressions 14"" Contract Wall Clock";FUR-FU-10004090;Furniture;Furnishings;66.69
Deluxe Heavy-Duty Vinyl Round Ring Binder;OFF-BI-10001510;Office Supplies;Binders;91.68
Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;FUR-BO-10002202;Furniture;Bookcases;3.277.328
Storex Dura Pro Binders;OFF-BI-10001922;Office Supplies;Binders;52.272
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);OFF-PA-10001667;Office Supplies;Paper;17.94
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";FUR-FU-10001488;Furniture;Furnishings;254.352
"SlimView Poly Binder, 3/8""";OFF-BI-10002799;Office Supplies;Binders;8.288
Hon Valutask Swivel Chairs;FUR-CH-10003846;Furniture;Chairs;504.9
BlackBerry Q10;TEC-PH-10003691;Technology;Phones;403.168
O'Sullivan 2-Shelf Heavy-Duty Bookcases;FUR-BO-10000468;Furniture;Bookcases;194.32
BOSTON Ranger #55 Pencil Sharpener, Black;OFF-AR-10001044;Office Supplies;Art;25.99
Novimex Fabric Task Chair;FUR-CH-10003833;Furniture;Chairs;195.136
Xerox 231;OFF-PA-10004355;Office Supplies;Paper;20.736
Kingston Digital DataTraveler 16GB USB 2.0;TEC-AC-10003038;Technology;Accessories;53.7
"SlimView Poly Binder, 3/8""";OFF-BI-10002799;Office Supplies;Binders;36.26
Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;OFF-AR-10003582;Office Supplies;Art;56.3
Xerox 222;OFF-PA-10004451;Office Supplies;Paper;32.4
DAX Clear Channel Poster Frame;FUR-FU-10004666;Furniture;Furnishings;29.16
Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;FUR-TA-10001520;Furniture;Tables;171.288
Eldon Image Series Desk Accessories, Burgundy;FUR-FU-10004270;Furniture;Furnishings;16.72
Xerox 1996;OFF-PA-10003172;Office Supplies;Paper;12.96
#10 Self-Seal White Envelopes;OFF-EN-10002312;Office Supplies;Envelopes;22.18
Hon Pagoda Stacking Chairs;FUR-CH-10002320;Furniture;Chairs;2.054.272
Cisco Unified IP Phone 7945G VoIP phone;TEC-PH-10001530;Technology;Phones;1022.97
Newell 339;OFF-AR-10001216;Office Supplies;Art;13.9
Easy-staple paper;OFF-PA-10003127;Office Supplies;Paper;26.38
DXL Angle-View Binders with Locking Rings by Samsill;OFF-BI-10003910;Office Supplies;Binders;43.176
Bevis 44 x 96 Conference Tables;FUR-TA-10004534;Furniture;Tables;411.8
NETGEAR N750 Dual Band Wi-Fi Gigabit Router;TEC-AC-10000892;Technology;Accessories;360
36X48 HARDFLOOR CHAIRMAT;FUR-FU-10003247;Furniture;Furnishings;41.96
Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;OFF-AP-10004336;Office Supplies;Appliances;227.84
Computer Printout Paper with Letter-Trim Perforations;OFF-PA-10001295;Office Supplies;Paper;37.94
Nortel Meridian M5316 Digital phone;TEC-PH-10002555;Technology;Phones;517.9
Storex Flexible Poly Binders with Double Pockets;OFF-BI-10000831;Office Supplies;Binders;5.28
Canon Imageclass D680 Copier / Fax;TEC-CO-10001046;Technology;Copiers;2799.96
Ampad #10 Peel & Seel Holiday Envelopes;OFF-EN-10002973;Office Supplies;Envelopes;8.96
Avery 518;OFF-LA-10001641;Office Supplies;Labels;31.5
"Linden 10"" Round Wall Clock, Black";FUR-FU-10003878;Furniture;Furnishings;30.56
Anderson Hickey Conga Table Tops & Accessories;FUR-TA-10003837;Furniture;Tables;24.368
Plantronics Audio 478 Stereo USB Headset;TEC-AC-10002800;Technology;Accessories;119.976
Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;OFF-PA-10001307;Office Supplies;Paper;26.88
Apple EarPods with Remote and Mic;TEC-PH-10002350;Technology;Phones;83.97
Perixx PERIBOARD-512B, Ergonomic Split Keyboard;TEC-AC-10000397;Technology;Accessories;104.97
SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;OFF-ST-10000615;Office Supplies;Storage;90.8
OtterBox Commuter Series Case - iPhone 5 & 5s;TEC-PH-10004531;Technology;Phones;140.736
Logitech Wireless Headset H600 Over-The-Head Design;TEC-AC-10004001;Technology;Accessories;214.95
Xerox 230;OFF-PA-10001534;Office Supplies;Paper;45.36
Xerox 1885;OFF-PA-10001815;Office Supplies;Paper;288.24
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;OFF-AP-10003779;Office Supplies;Appliances;663.936
Smead Adjustable Mobile File Trolley with Lockable Top;OFF-ST-10002011;Office Supplies;Storage;2934.33
Eldon Econocleat Chair Mats for Low Pile Carpets;FUR-FU-10002379;Furniture;Furnishings;124.41
Deluxe Chalkboard Eraser Cleaner;OFF-AR-10003752;Office Supplies;Art;57.75
Recycled Steel Personal File for Hanging File Folders;OFF-ST-10003692;Office Supplies;Storage;114.46
Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;FUR-BO-10004409;Furniture;Bookcases;120.666
Letter Size Cart;OFF-ST-10003306;Office Supplies;Storage;342.864
Westinghouse Clip-On Gooseneck Lamps;FUR-FU-10003724;Furniture;Furnishings;16.74
HON 5400 Series Task Chairs for Big and Tall;FUR-CH-10002024;Furniture;Chairs;981.372
4009 Highlighters by Sanford;OFF-AR-10003514;Office Supplies;Art;31.84
Xerox 220;OFF-PA-10001800;Office Supplies;Paper;12.96
invisibleSHIELD by ZAGG Smudge-Free Screen Protector;TEC-PH-10003589;Technology;Phones;43.176
Binding Machine Supplies;OFF-BI-10003364;Office Supplies;Binders;58.34
Google Nexus 5;TEC-PH-10002834;Technology;Phones;539.97
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";OFF-BI-10000343;Office Supplies;Binders;3.928
GBC ProClick 150 Presentation Binding System;OFF-BI-10004584;Office Supplies;Binders;252.784
Razer Kraken PRO Over Ear PC and Music Headset;TEC-AC-10002402;Technology;Accessories;127.984
Stacking Trays by OIC;FUR-FU-10000550;Furniture;Furnishings;3.984
Belkin F9S820V06 8 Outlet Surge;OFF-AP-10000055;Office Supplies;Appliances;12.992
Advantus Panel Wall Certificate Holder - 8.5x11;FUR-FU-10001591;Furniture;Furnishings;61
Vtech CS6719;TEC-PH-10000526;Technology;Phones;671.93
GBC ProClick Punch Binding System;OFF-BI-10001071;Office Supplies;Binders;447.86
Pyle PMP37LED;TEC-PH-10001557;Technology;Phones;479.95
Xerox 194;OFF-PA-10001977;Office Supplies;Paper;166.44
Acme Tagit Stainless Steel Antibacterial Scissors;OFF-SU-10004231;Office Supplies;Supplies;31.68
Xerox 206;OFF-PA-10000809;Office Supplies;Paper;10.368
Staples;OFF-FA-10003021;Office Supplies;Fasteners;12.032
Holmes Odor Grabber;OFF-AP-10000696;Office Supplies;Appliances;5.768
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";OFF-LA-10001158;Office Supplies;Labels;33.12
Sauder Barrister Bookcases;FUR-BO-10002268;Furniture;Bookcases;2.202.656
Avery Non-Stick Binders;OFF-BI-10000829;Office Supplies;Binders;10.776
Bush Westfield Collection Bookcases, Fully Assembled;FUR-BO-10003441;Furniture;Bookcases;242.352
Premier Electric Letter Opener;OFF-SU-10003505;Office Supplies;Supplies;695.16
Bush Cubix Collection Bookcases, Fully Assembled;FUR-BO-10003660;Furniture;Bookcases;220.98
Universal Recycled Hanging Pressboard Report Binders, Letter Size;OFF-BI-10001267;Office Supplies;Binders;12.957
Xerox 1980;OFF-PA-10002741;Office Supplies;Paper;25.68
Avery 493;OFF-LA-10004345;Office Supplies;Labels;15.712
Fellowes Mobile File Cart, Black;OFF-ST-10004340;Office Supplies;Storage;298.464
Strathmore Photo Frame Cards;OFF-PA-10001471;Office Supplies;Paper;21.93
"Carina 42""Hx23 3/4""W Media Storage Unit";OFF-ST-10002344;Office Supplies;Storage;242.94
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";OFF-PA-10001892;Office Supplies;Paper;7.64
Xerox 1993;OFF-PA-10001934;Office Supplies;Paper;51.84
Tennsco 6- and 18-Compartment Lockers;OFF-ST-10000078;Office Supplies;Storage;265.17
Okidata C331dn Printer;TEC-MA-10001972;Technology;Machines;837.6
Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;OFF-EN-10002504;Office Supplies;Envelopes;135.9
Xerox 1978;OFF-PA-10002160;Office Supplies;Paper;34.68
Office Star Flex Back Scooter Chair with White Frame;FUR-CH-10001973;Furniture;Chairs;532.704
Acco Six-Outlet Power Strip, 4' Cord Length;OFF-AP-10001492;Office Supplies;Appliances;43.1
Acme Rosewood Handle Letter Opener;OFF-SU-10002189;Office Supplies;Supplies;15.88
Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs;FUR-CH-10003312;Furniture;Chairs;1123.92
Cisco SPA301;TEC-PH-10002496;Technology;Phones;249.584
"Seth Thomas 8 1/2"" Cubicle Clock";FUR-FU-10003464;Furniture;Furnishings;48.672
Hunt PowerHouse Electric Pencil Sharpener, Blue;OFF-AR-10000380;Office Supplies;Art;60.768
